,id,neighbourhood_group_cleansed,room_type,price,calculated_host_listings_count,availability_365,bedrooms,bathrooms,beds,accommodates,host_is_superhost,log_price
435,545261,Brooklyn,Private room,190.0,1,365,1.0,1.0,1.0,3,False,2.278753600952829
436,545651,Brooklyn,Private room,76.0,3,44,2.0,1.0,1.0,2,False,1.8808135922807914
439,550653,Brooklyn,Private room,54.0,1,362,1.0,1.5,1.0,1,False,1.7323937598229686
441,552502,Brooklyn,Private room,87.0,1,58,1.0,1.0,2.0,2,False,1.9395192526186185
442,552519,Brooklyn,Entire home/apt,128.0,3,316,2.0,1.0,3.0,6,False,2.1072099696478683
443,552639,Manhattan,Entire home/apt,150.0,2,95,2.0,1.0,3.0,5,True,2.1760912590556813
444,456578,Manhattan,Private room,90.0,1,87,1.0,1.0,1.0,1,False,1.954242509439325
448,463042,Manhattan,Entire home/apt,252.0,1,84,1.0,1.0,1.0,3,False,2.401400540781544
450,465706,Manhattan,Entire home/apt,120.0,2,206,1.0,1.0,1.0,2,True,2.0791812460476247
453,373618,Brooklyn,Private room,248.0,2,82,1.0,1.0,1.0,2,True,2.3944516808262164
455,385824,Bronx,Entire home/apt,204.0,1,365,2.0,1.0,4.0,2,False,2.3096301674258988
456,386744,Manhattan,Private room,120.0,1,180,1.0,1.0,1.0,1,True,2.0791812460476247
458,387666,Manhattan,Private room,74.0,1,104,2.0,2.0,3.0,2,True,1.8692317197309762
459,466277,Brooklyn,Entire home/apt,180.0,2,121,2.0,1.0,3.0,5,True,2.255272505103306
460,466457,Brooklyn,Entire home/apt,200.0,1,304,2.0,1.0,2.0,3,False,2.3010299956639813
461,467569,Manhattan,Entire home/apt,218.0,1,59,1.0,1.0,1.0,2,False,2.3384564936046046
462,553872,Manhattan,Private room,120.0,2,90,1.0,1.0,1.0,2,False,2.0791812460476247
463,553903,Manhattan,Private room,125.0,2,304,1.0,1.0,1.0,2,False,2.0969100130080562
465,560078,Manhattan,Private room,228.0,1,206,2.0,1.0,2.0,2,False,2.357934847000454
470,568661,Brooklyn,Entire home/apt,90.0,1,61,1.0,1.0,1.0,2,True,1.954242509439325
471,467866,Manhattan,Private room,100.0,1,268,1.0,1.0,1.0,2,False,2.0
475,389482,Queens,Private room,75.0,2,365,1.0,1.0,1.0,2,False,1.8750612633917
476,392948,Brooklyn,Private room,53.0,1,351,1.0,1.0,3.0,1,False,1.724275869600789
477,394111,Queens,Private room,75.0,2,365,1.0,2.0,1.0,2,False,1.8750612633917
478,396636,Manhattan,Entire home/apt,130.0,1,365,1.0,1.0,1.0,2,False,2.113943352306837
479,397034,Manhattan,Private room,126.0,1,365,1.0,1.0,1.0,1,False,2.100370545117563
489,569255,Brooklyn,Entire home/apt,126.0,1,179,1.0,1.0,2.0,2,False,2.100370545117563
491,570797,Manhattan,Private room,175.0,2,295,1.0,1.0,1.0,2,False,2.2430380486862944
492,571564,Brooklyn,Private room,82.0,3,45,1.0,1.0,1.0,2,False,1.9138138523837167
493,573671,Brooklyn,Private room,90.0,22,359,1.0,1.5,1.0,1,True,1.954242509439325
494,576227,Manhattan,Entire home/apt,247.0,2,267,2.0,1.0,3.0,3,False,2.392696953259666
497,578267,Manhattan,Private room,90.0,2,65,1.0,1.5,1.0,1,True,1.954242509439325
498,479002,Brooklyn,Private room,418.0,1,61,2.0,2.0,2.0,2,True,2.621176281775035
499,479285,Queens,Entire home/apt,113.0,2,364,1.0,1.0,1.0,1,False,2.0530784434834195
500,483414,Brooklyn,Private room,49.0,4,241,1.0,1.0,1.0,2,False,1.6901960800285136
502,487684,Brooklyn,Entire home/apt,489.0,1,358,2.0,2.5,1.0,4,False,2.6893088591236203
504,491123,Brooklyn,Private room,171.0,1,334,1.0,1.0,1.0,2,False,2.2329961103921536
507,643328,Brooklyn,Entire home/apt,140.0,3,331,1.0,1.0,1.0,2,True,2.146128035678238
509,644575,Staten Island,Private room,83.0,2,337,1.0,1.0,1.0,2,False,1.919078092376074
510,645075,Manhattan,Private room,165.0,1,61,1.0,1.0,1.0,2,True,2.2174839442139063
511,645693,Queens,Private room,54.0,2,323,1.0,1.0,1.0,1,False,1.7323937598229686
513,646458,Brooklyn,Private room,100.0,1,89,1.0,1.0,1.0,2,False,2.0
518,496166,Brooklyn,Entire home/apt,674.0,1,363,4.0,2.5,4.0,2,False,2.82865989653532
520,581488,Brooklyn,Entire home/apt,371.0,1,363,2.0,1.0,1.0,2,False,2.569373909615046
521,582372,Queens,Private room,65.0,1,173,1.0,1.0,2.0,2,False,1.8129133566428555
524,587698,Brooklyn,Private room,117.0,2,365,1.0,1.0,1.0,2,False,2.0681858617461617
525,587740,Manhattan,Entire home/apt,180.0,1,60,2.0,1.5,1.0,2,True,2.255272505103306
526,590903,Manhattan,Entire home/apt,79.0,1,335,2.0,1.0,2.0,2,True,1.8976270912904414
527,591135,Manhattan,Private room,186.0,2,365,1.0,1.0,1.0,2,False,2.2695129442179165
529,498052,Brooklyn,Private room,152.0,1,17,1.0,1.0,1.0,2,True,2.1818435879447726
531,499763,Manhattan,Private room,80.0,1,362,1.0,1.0,1.0,1,False,1.9030899869919435
534,504362,Brooklyn,Entire home/apt,304.0,1,358,2.0,1.0,2.0,5,False,2.482873583608754
537,651375,Manhattan,Entire home/apt,595.0,1,270,2.0,2.0,2.0,5,True,2.7745169657285498
538,651648,Brooklyn,Private room,295.0,1,178,1.0,1.0,1.0,2,True,2.469822015978163
540,655811,Manhattan,Private room,174.0,1,180,1.0,1.0,1.0,1,False,2.2405492482826
541,656281,Brooklyn,Private room,75.0,1,276,1.0,1.0,1.0,2,False,1.8750612633917
543,658366,Manhattan,Entire home/apt,67.0,1,61,1.0,1.0,1.0,2,True,1.8260748027008264
544,658932,Queens,Private room,60.0,1,1,1.0,1.0,1.0,2,False,1.7781512503836436
547,507393,Brooklyn,Private room,44.0,4,230,1.0,1.0,1.0,1,False,1.6434526764861874
552,597668,Brooklyn,Private room,120.0,2,177,1.0,1.0,1.0,2,False,2.0791812460476247
554,600775,Brooklyn,Private room,83.0,3,242,1.0,1.5,1.0,2,True,1.919078092376074
556,602070,Brooklyn,Entire home/apt,200.0,1,62,1.0,1.0,1.0,2,False,2.3010299956639813
558,512022,Manhattan,Entire home/apt,140.0,1,84,1.0,1.0,1.0,2,False,2.146128035678238
559,513343,Brooklyn,Entire home/apt,100.0,1,300,1.0,1.0,2.0,2,False,2.0
560,513688,Brooklyn,Entire home/apt,424.0,1,153,3.0,2.0,4.0,6,False,2.6273658565927325
561,514548,Brooklyn,Entire home/apt,187.0,1,365,1.0,1.0,1.0,2,False,2.271841606536499
562,752616,Manhattan,Entire home/apt,375.0,1,198,2.0,1.0,2.0,4,False,2.574031267727719
563,664047,Manhattan,Entire home/apt,2500.0,10,364,2.0,2.5,4.0,8,False,3.3979400086720375
566,666613,Brooklyn,Entire home/apt,211.0,1,61,2.0,1.0,2.0,4,True,2.3242824552976926
567,666837,Manhattan,Entire home/apt,93.0,1,311,1.0,1.0,1.0,2,True,1.968482948553935
569,667502,Manhattan,Entire home/apt,150.0,1,60,2.0,1.0,3.0,6,False,2.1760912590556813
571,669640,Brooklyn,Private room,80.0,1,358,1.0,1.0,1.0,1,False,1.9030899869919435
572,606269,Manhattan,Entire home/apt,150.0,1,116,1.0,1.0,1.0,2,True,2.1760912590556813
573,607781,Manhattan,Entire home/apt,120.0,1,113,1.0,1.0,1.0,2,False,2.0791812460476247
575,611009,Manhattan,Entire home/apt,245.0,1,365,2.0,1.0,2.0,5,False,2.3891660843645326
576,611156,Manhattan,Private room,59.0,2,356,1.0,1.0,1.0,1,True,1.7708520116421442
577,613528,Manhattan,Entire home/apt,92.0,2,43,1.0,1.0,2.0,2,True,1.9637878273455553
580,753622,Manhattan,Private room,122.0,2,332,2.0,1.0,1.0,1,False,2.0863598306747484
581,753687,Brooklyn,Entire home/apt,150.0,1,270,1.0,1.0,1.0,2,False,2.1760912590556813
582,753991,Brooklyn,Entire home/apt,98.0,1,257,2.0,1.0,3.0,4,True,1.9912260756924949
583,754353,Queens,Private room,47.0,18,362,1.0,1.0,1.0,1,True,1.6720978579357175
586,759901,Bronx,Private room,77.0,1,149,1.0,1.5,1.0,1,True,1.8864907251724818
587,675793,Manhattan,Private room,110.0,1,336,2.0,1.0,3.0,1,False,2.041392685158225
589,680225,Queens,Private room,100.0,2,178,1.0,1.0,1.0,1,False,2.0
591,681599,Brooklyn,Private room,53.0,4,245,1.0,1.0,1.0,2,True,1.724275869600789
592,684991,Manhattan,Entire home/apt,155.0,4,125,1.0,1.0,2.0,3,True,2.1903316981702914
594,690603,Brooklyn,Entire home/apt,153.0,5,357,2.0,1.0,3.0,4,True,2.184691430817599
595,761835,Queens,Private room,86.0,1,89,1.0,1.0,1.0,2,False,1.9344984512435677
596,618916,Brooklyn,Entire home/apt,225.0,1,220,2.0,2.0,2.0,3,False,2.3521825181113627
602,634353,Manhattan,Entire home/apt,1000.0,10,364,2.0,1.0,1.0,3,False,3.0
605,639199,Staten Island,Entire home/apt,165.0,1,317,4.0,4.5,6.0,8,False,2.2174839442139063
606,762015,Brooklyn,Private room,156.0,2,123,1.0,1.0,1.0,2,False,2.1931245983544616
607,762145,Manhattan,Entire home/apt,300.0,1,327,1.0,1.0,1.0,3,False,2.4771212547196626
608,762426,Manhattan,Private room,130.0,1,177,1.0,2.0,1.0,2,True,2.113943352306837
611,690934,Brooklyn,Entire home/apt,500.0,1,213,5.0,3.5,7.0,14,False,2.6989700043360187
613,695216,Brooklyn,Entire home/apt,450.0,1,109,1.0,1.0,1.0,2,False,2.6532125137753435
616,698132,Brooklyn,Entire home/apt,189.0,1,293,1.0,1.0,1.0,2,True,2.2764618041732443
617,698298,Manhattan,Private room,135.0,1,73,1.0,1.0,1.0,1,False,2.130333768495006
619,765315,Brooklyn,Private room,165.0,1,162,1.0,1.0,2.0,2,True,2.2174839442139063
620,765563,Queens,Entire home/apt,313.0,1,329,3.0,2.0,3.0,6,False,2.4955443375464483
621,828130,Brooklyn,Private room,70.0,1,365,1.0,1.0,1.0,2,False,1.845098040014257
622,828553,Manhattan,Entire home/apt,176.0,3,116,1.0,1.0,1.0,2,False,2.24551266781415
623,828616,Brooklyn,Entire home/apt,92.0,2,308,1.0,1.0,2.0,2,True,1.9637878273455553
627,836720,Queens,Entire home/apt,352.0,1,365,3.0,2.0,3.0,6,False,2.546542663478131
628,837503,Brooklyn,Entire home/apt,102.0,1,126,1.0,1.0,1.0,2,False,2.0086001717619175
629,838070,Brooklyn,Entire home/apt,110.0,3,205,1.0,1.0,1.0,2,True,2.041392685158225
631,765569,Brooklyn,Entire home/apt,170.0,1,153,2.0,1.0,2.0,4,True,2.230448921378274
635,767286,Manhattan,Private room,100.0,2,365,1.0,1.0,1.0,1,False,2.0
636,699472,Brooklyn,Entire home/apt,196.0,2,79,1.0,1.0,2.0,4,False,2.292256071356476
638,703971,Brooklyn,Private room,77.0,3,305,1.0,1.0,1.0,2,False,1.8864907251724818
639,704838,Queens,Entire home/apt,95.0,3,301,2.0,1.0,5.0,6,False,1.9777236052888478
640,705749,Staten Island,Private room,78.0,3,362,1.0,1.0,1.0,2,False,1.8920946026904804
641,705997,Brooklyn,Entire home/apt,80.0,3,119,1.0,1.0,1.0,1,True,1.9030899869919435
642,707396,Manhattan,Private room,529.0,1,179,2.0,1.0,3.0,2,True,2.7234556720351857
643,711635,Manhattan,Entire home/apt,196.0,1,365,2.0,1.0,2.0,2,False,2.292256071356476
644,712127,Staten Island,Private room,60.0,3,358,2.0,1.0,1.0,2,False,1.7781512503836436
648,840731,Manhattan,Entire home/apt,850.0,1,362,2.0,2.5,2.0,4,False,2.929418925714293
654,844319,Brooklyn,Entire home/apt,109.0,1,183,2.0,1.0,2.0,6,False,2.037426497940624
656,846854,Manhattan,Entire home/apt,380.0,1,219,2.0,1.5,5.0,7,True,2.57978359661681
657,847648,Manhattan,Entire home/apt,111.0,1,328,1.0,1.0,1.0,2,False,2.0453229787866576
660,773885,Brooklyn,Entire home/apt,108.0,1,43,2.0,1.0,2.0,4,False,2.03342375548695
661,774791,Queens,Private room,52.0,2,153,1.0,1.5,1.0,1,False,1.7160033436347992
662,776257,Brooklyn,Entire home/apt,217.0,1,83,1.0,1.0,2.0,2,False,2.3364597338485296
664,777327,Brooklyn,Entire home/apt,106.0,1,206,1.0,1.0,2.0,3,True,2.0253058652647704
665,779838,Manhattan,Entire home/apt,260.0,2,306,2.0,1.0,1.0,2,False,2.4149733479708178
668,783202,Manhattan,Entire home/apt,182.0,5,56,1.0,1.0,2.0,3,False,2.2600713879850747
669,783341,Manhattan,Private room,75.0,1,205,1.0,1.0,1.0,1,True,1.8750612633917
671,848718,Brooklyn,Private room,165.0,2,246,1.0,1.5,1.0,2,True,2.2174839442139063
674,850338,Brooklyn,Entire home/apt,159.0,2,195,1.0,1.0,3.0,6,True,2.2013971243204513
675,850517,Brooklyn,Entire home/apt,199.0,3,365,3.0,2.0,4.0,8,True,2.298853076409707
676,850712,Manhattan,Entire home/apt,120.0,1,273,1.0,1.0,3.0,2,False,2.0791812460476247
677,850943,Brooklyn,Entire home/apt,155.0,2,151,1.0,1.0,2.0,2,False,2.1903316981702914
679,852118,Brooklyn,Entire home/apt,91.0,2,180,2.0,1.0,2.0,4,False,1.9590413923210936
680,712260,Brooklyn,Private room,240.0,1,359,2.0,1.0,2.0,2,False,2.380211241711606
681,713538,Brooklyn,Entire home/apt,158.0,1,90,1.0,1.0,2.0,2,False,2.1986570869544226
683,714049,Queens,Entire home/apt,95.0,3,272,2.0,1.0,7.0,7,False,1.9777236052888478
687,723709,Manhattan,Private room,80.0,2,268,1.0,1.5,1.0,1,False,1.9030899869919435
693,784122,Brooklyn,Entire home/apt,150.0,4,244,2.0,1.0,2.0,4,True,2.1760912590556813
694,784124,Brooklyn,Entire home/apt,110.0,4,266,2.0,1.0,2.0,4,True,2.041392685158225
699,736187,Brooklyn,Private room,66.0,2,332,1.0,1.0,1.0,1,False,1.8195439355418688
700,739239,Manhattan,Entire home/apt,192.0,9,365,1.0,1.0,2.0,3,True,2.2833012287035497
701,739242,Manhattan,Entire home/apt,185.0,9,210,1.0,1.0,2.0,3,True,2.2671717284030137
702,740754,Queens,Private room,100.0,2,178,1.0,1.0,1.0,2,False,2.0
706,747316,Manhattan,Private room,79.0,1,179,1.0,1.0,1.0,2,False,1.8976270912904414
707,852632,Brooklyn,Private room,89.0,1,364,1.0,1.0,1.0,1,False,1.9493900066449128
708,853142,Manhattan,Entire home/apt,80.0,1,181,1.0,1.0,1.0,2,False,1.9030899869919435
709,854396,Brooklyn,Private room,53.0,3,268,1.0,1.0,1.0,1,False,1.724275869600789
711,856918,Brooklyn,Private room,60.0,2,275,1.0,0.5,3.0,3,False,1.7781512503836436
712,857810,Brooklyn,Entire home/apt,249.0,1,314,1.0,1.0,1.0,3,True,2.3961993470957363
714,864981,Brooklyn,Private room,50.0,4,353,1.0,1.0,1.0,1,True,1.6989700043360187
715,786685,Manhattan,Entire home/apt,270.0,1,255,1.0,1.0,2.0,6,False,2.4313637641589874
716,787060,Manhattan,Private room,140.0,2,90,1.0,1.0,1.0,1,True,2.146128035678238
717,788005,Brooklyn,Entire home/apt,203.0,1,189,1.0,1.0,2.0,4,False,2.307496037913213
722,748118,Brooklyn,Private room,275.0,1,180,2.0,2.0,3.0,2,False,2.439332693830263
724,749276,Brooklyn,Entire home/apt,175.0,2,365,2.0,1.0,5.0,6,False,2.2430380486862944
725,752289,Manhattan,Entire home/apt,200.0,2,267,2.0,1.0,1.0,2,False,2.3010299956639813
728,951365,Queens,Private room,113.0,2,183,1.0,1.0,1.0,2,False,2.0530784434834195
729,951439,Manhattan,Entire home/apt,228.0,16,107,1.0,1.0,2.0,2,False,2.357934847000454
731,953314,Manhattan,Entire home/apt,750.0,1,365,3.0,3.0,6.0,12,False,2.8750612633917
733,867020,Brooklyn,Private room,56.0,1,303,1.0,1.0,1.0,1,False,1.7481880270062005
739,873701,Brooklyn,Entire home/apt,140.0,1,259,1.0,1.0,1.0,4,True,2.146128035678238
740,874706,Brooklyn,Entire home/apt,95.0,1,364,1.0,1.0,2.0,3,False,1.9777236052888478
742,876355,Manhattan,Entire home/apt,180.0,1,242,1.0,1.0,1.0,2,False,2.255272505103306
743,794156,Manhattan,Entire home/apt,230.0,1,155,1.0,1.0,2.0,2,True,2.361727836017593
753,804194,Brooklyn,Private room,125.0,3,170,1.0,1.0,1.0,2,True,2.0969100130080562
757,883480,Manhattan,Entire home/apt,185.0,1,189,2.0,1.0,2.0,2,False,2.2671717284030137
758,886808,Queens,Private room,72.0,1,100,1.0,1.5,1.0,1,True,1.8573324964312685
759,887355,Manhattan,Entire home/apt,500.0,1,365,1.0,1.0,2.0,4,False,2.6989700043360187
760,890794,Queens,Private room,120.0,1,362,1.0,1.0,1.0,2,False,2.0791812460476247
761,890839,Brooklyn,Entire home/apt,467.0,3,365,2.0,2.0,3.0,6,True,2.6693168805661123
763,805028,Brooklyn,Entire home/apt,250.0,1,40,2.0,1.5,2.0,4,False,2.3979400086720375
764,956412,Brooklyn,Private room,350.0,2,365,2.0,1.0,3.0,4,False,2.5440680443502757
765,958444,Bronx,Entire home/apt,110.0,2,41,1.0,1.0,2.0,2,False,2.041392685158225
769,973535,Queens,Entire home/apt,85.0,4,231,1.0,1.0,1.0,4,False,1.9294189257142926
770,973653,Manhattan,Entire home/apt,100.0,3,362,1.0,1.0,2.0,3,False,2.0
771,975250,Brooklyn,Private room,75.0,3,180,1.0,1.0,1.0,1,False,1.8750612633917
772,975990,Brooklyn,Entire home/apt,342.0,1,363,1.0,1.0,1.0,2,False,2.534026106056135
773,978386,Queens,Entire home/apt,66.0,3,332,1.0,1.0,1.0,2,True,1.8195439355418688
774,805218,Brooklyn,Private room,100.0,1,161,1.0,1.0,1.0,2,True,2.0
775,808476,Manhattan,Private room,78.0,1,365,2.0,1.0,2.0,1,False,1.8920946026904804
777,811238,Manhattan,Entire home/apt,250.0,2,362,1.0,1.0,2.0,4,False,2.3979400086720375
778,813225,Brooklyn,Private room,65.0,3,223,1.0,2.0,1.0,1,True,1.8129133566428555
782,896535,Manhattan,Entire home/apt,174.0,1,214,1.0,1.0,2.0,2,True,2.2405492482826
784,904060,Brooklyn,Entire home/apt,280.0,1,358,1.0,1.0,1.0,2,False,2.4471580313422194
785,909859,Brooklyn,Entire home/apt,660.0,1,213,4.0,3.5,4.0,8,False,2.8195439355418688
787,918049,Manhattan,Entire home/apt,220.0,1,263,1.0,1.0,1.0,1,False,2.342422680822206
790,982038,Brooklyn,Entire home/apt,100.0,3,152,1.0,1.0,4.0,2,False,2.0
791,982276,Manhattan,Private room,84.0,2,74,1.0,1.5,1.0,1,True,1.9242792860618816
793,983625,Manhattan,Entire home/apt,169.0,4,364,1.0,1.0,1.0,2,True,2.2278867046136734
796,986727,Manhattan,Private room,165.0,2,365,2.0,1.0,4.0,2,False,2.2174839442139063
798,990367,Manhattan,Entire home/apt,175.0,1,173,1.0,1.0,2.0,2,False,2.2430380486862944
799,814327,Manhattan,Private room,80.0,1,365,1.0,1.0,1.0,1,False,1.9030899869919435
800,816888,Manhattan,Entire home/apt,67.0,1,306,1.0,1.0,1.0,2,True,1.8260748027008264
801,817113,Brooklyn,Private room,83.0,3,365,1.0,1.0,2.0,3,False,1.919078092376074
803,818325,Manhattan,Entire home/apt,135.0,1,89,1.0,1.0,1.0,2,False,2.130333768495006
805,919830,Manhattan,Entire home/apt,400.0,2,175,2.0,1.0,2.0,4,True,2.6020599913279625
807,921500,Brooklyn,Entire home/apt,250.0,1,124,2.0,2.5,2.0,4,False,2.3979400086720375
810,927408,Brooklyn,Private room,101.0,2,283,1.0,1.0,2.0,3,False,2.0043213737826426
814,818481,Manhattan,Private room,89.0,4,90,1.0,1.0,1.0,2,False,1.9493900066449128
815,990529,Manhattan,Private room,955.0,2,87,1.0,1.0,1.0,2,False,2.9800033715837464
817,993514,Manhattan,Entire home/apt,182.0,9,365,1.0,1.0,2.0,3,True,2.2600713879850747
818,993575,Manhattan,Entire home/apt,194.0,9,365,1.0,1.0,2.0,3,True,2.287801729930226
819,993576,Manhattan,Entire home/apt,197.0,9,336,1.0,1.0,2.0,3,True,2.294466226161593
823,1009883,Brooklyn,Entire home/apt,356.0,2,36,2.0,1.5,4.0,4,True,2.5514499979728753
824,1010785,Queens,Entire home/apt,155.0,1,260,1.0,1.0,1.0,1,True,2.1903316981702914
825,818518,Manhattan,Private room,89.0,4,90,1.0,1.0,1.0,2,False,1.9493900066449128
826,819206,Manhattan,Shared room,38.0,1,321,1.0,1.0,1.0,2,False,1.5797835966168101
827,819228,Manhattan,Private room,89.0,4,89,1.0,1.0,1.0,2,False,1.9493900066449128
828,819893,Manhattan,Private room,89.0,4,90,1.0,1.0,1.0,1,False,1.9493900066449128
829,819956,Brooklyn,Private room,55.0,1,363,1.0,1.5,2.0,2,False,1.7403626894942439
831,936218,Manhattan,Private room,52.0,1,145,1.0,1.0,1.0,1,False,1.7160033436347992
832,939657,Manhattan,Entire home/apt,103.0,3,185,1.0,1.0,2.0,3,True,2.012837224705172
833,940116,Brooklyn,Private room,50.0,4,312,1.0,1.0,1.0,1,True,1.6989700043360187
837,945297,Manhattan,Private room,60.0,1,160,1.0,1.0,1.0,1,True,1.7781512503836436
838,1138727,Manhattan,Private room,159.0,1,89,1.0,1.0,2.0,2,False,2.2013971243204513
839,1141120,Brooklyn,Entire home/apt,109.0,1,365,1.0,1.0,1.0,2,False,2.037426497940624
845,1018529,Brooklyn,Entire home/apt,419.0,1,327,2.0,2.0,2.0,4,True,2.622214022966295
846,1023529,Manhattan,Private room,58.0,1,90,1.0,1.0,1.0,1,False,1.7634279935629373
847,1024647,Bronx,Entire home/apt,88.0,1,259,1.0,1.0,1.0,2,False,1.9444826721501687
848,1025786,Queens,Private room,64.0,1,365,1.0,1.0,1.0,1,False,1.806179973983887
849,1026683,Bronx,Private room,88.0,3,37,1.0,1.0,2.0,2,False,1.9444826721501687
850,1027808,Manhattan,Entire home/apt,475.0,1,329,2.0,2.0,1.0,3,False,2.6766936096248664
851,825129,Manhattan,Private room,142.0,1,188,1.0,1.0,1.0,1,True,2.1522883443830563
854,826685,Brooklyn,Private room,40.0,2,329,1.0,1.0,1.0,2,True,1.6020599913279623
856,1380326,Manhattan,Private room,99.0,2,363,1.0,1.0,1.0,1,False,1.99563519459755
857,1144861,Brooklyn,Entire home/apt,230.0,1,233,1.0,1.0,2.0,2,False,2.361727836017593
858,1146653,Manhattan,Entire home/apt,1141.0,10,364,2.0,1.0,1.0,3,False,3.0572856444182146
860,1150382,Manhattan,Entire home/apt,100.0,1,178,1.0,1.0,1.0,2,False,2.0
862,1150869,Manhattan,Entire home/apt,200.0,1,184,2.0,2.0,2.0,4,False,2.3010299956639813
863,1151343,Manhattan,Private room,86.0,1,90,1.0,1.0,2.0,2,True,1.9344984512435677
864,1155885,Brooklyn,Entire home/apt,114.0,1,8,1.0,1.0,1.0,2,False,2.0569048513364727
865,1157522,Brooklyn,Entire home/apt,299.0,1,101,2.0,1.0,2.0,4,False,2.4756711883244296
866,1030254,Brooklyn,Private room,48.0,2,62,1.0,1.5,1.0,1,True,1.6812412373755872
867,1035120,Queens,Entire home/apt,113.0,4,337,1.0,1.0,1.0,2,False,2.0530784434834195
868,1036498,Queens,Private room,57.0,2,364,1.0,1.0,1.0,1,False,1.7558748556724915
869,1038802,Brooklyn,Private room,67.0,1,201,1.0,1.0,1.0,1,True,1.8260748027008264
871,1040156,Manhattan,Entire home/apt,395.0,1,364,2.0,2.0,4.0,4,False,2.59659709562646
873,1042806,Queens,Private room,81.0,1,109,1.0,1.0,1.0,2,False,1.9084850188786497
875,1392079,Brooklyn,Entire home/apt,125.0,2,182,1.0,1.0,2.0,2,False,2.0969100130080562
876,1392144,Brooklyn,Entire home/apt,338.0,2,103,3.0,1.0,3.0,5,False,2.5289167002776547
877,1396458,Brooklyn,Entire home/apt,174.0,1,326,3.0,1.0,3.0,3,True,2.2405492482826
878,1398234,Manhattan,Entire home/apt,217.0,1,328,1.0,1.0,1.0,2,False,2.3364597338485296
880,1401826,Queens,Entire home/apt,115.0,1,251,1.0,1.0,1.0,2,False,2.060697840353612
882,1044731,Brooklyn,Private room,100.0,1,364,1.0,1.0,1.0,2,False,2.0
883,1045897,Brooklyn,Entire home/apt,161.0,1,176,1.0,1.0,1.0,2,True,2.2068258760318495
884,1049224,Manhattan,Entire home/apt,240.0,2,196,2.0,2.5,5.0,6,False,2.380211241711606
885,1056445,Manhattan,Entire home/apt,530.0,1,180,1.0,1.0,1.0,2,False,2.724275869600789
887,1060019,Manhattan,Entire home/apt,599.0,1,270,1.0,1.5,3.0,4,False,2.7774268223893115
888,1063020,Manhattan,Entire home/apt,120.0,2,49,1.0,1.0,2.0,2,False,2.0791812460476247
891,1166947,Manhattan,Private room,125.0,1,365,1.0,1.0,1.0,1,False,2.0969100130080562
892,1167658,Brooklyn,Private room,57.0,1,358,1.0,1.0,1.0,1,False,1.7558748556724915
900,1187643,Bronx,Private room,72.0,1,274,1.0,1.0,1.0,2,False,1.8573324964312685
901,1195260,Brooklyn,Entire home/apt,109.0,1,245,1.0,1.0,2.0,4,False,2.037426497940624
902,1407633,Manhattan,Private room,74.0,1,364,1.0,1.0,1.0,1,False,1.8692317197309762
905,1072481,Manhattan,Private room,108.0,1,270,1.0,1.0,2.0,2,False,2.03342375548695
906,1076324,Queens,Entire home/apt,167.0,3,365,2.0,1.0,5.0,5,False,2.2227164711475833
907,1080543,Brooklyn,Entire home/apt,119.0,1,364,1.0,1.0,2.0,2,False,2.0755469613925306
911,1087215,Manhattan,Entire home/apt,240.0,1,122,1.0,2.0,1.0,3,False,2.380211241711606
